requirement_id,source_file,json_path_or_page,original_requirement,type,applicability,expected_observable,decision_method,ambiguity,input_version,domain,actor,audit_rule_id
SU-A02-CONFLICT_AVOIDANCE,actor_json/soviet_gpt.json,$.actors[1].conflict_avoidance,"Medium-High (collectively keen to avoid full-scale war that could devastate the USSR, yet unwilling to abandon Cuba or appear weak in the face of U.S. pressure)",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,conflict_avoidance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-PREFERENCE
SU-A02-DIPLOMACY_PREFERENCE,actor_json/soviet_gpt.json,$.actors[1].diplomacy_preference,Official denial and propaganda in public; private willingness to negotiate a resolution if core socialist gains can be preserved (e.g. secret talks via Khrushchev):contentReference[oaicite:22]{index=22},선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,diplomacy_preference에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-PREFERENCE
SU-A02-MILITARY_PREFERENCE,actor_json/soviet_gpt.json,$.actors[1].military_preference,Strategic deterrence and defensive readiness; endorse show of force (missile presence) but favor reactive use of force only if attacked (no deliberate first strike),선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,military_preference에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-PREFERENCE
SU-A02-POWER,actor_json/soviet_gpt.json,$.actors[1].power_weight,0.3,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 국내 의사결정 조합·선택,해당 영향력 값을 사용한 선택 근거; 수식이 제공된 경우에 한해 재계산,값 인용·계산식이 노출된 부분만 독립 검산. 정의되지 않은 선택확률·최다득표 규칙을 생성하지 않음.,국가수준 권력비중의 실제 집계·효용 결합·샘플링 알고리즘이 명시되지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-WEIGHT
SU-A02-GOAL01,actor_json/soviet_gpt.json,$.actors[1].goals[0],Ensure Cuba remains a socialist ally and symbol of Soviet commitment (prevent a U.S.-backed regime change):contentReference[oaicite:23]{index=23},선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-GOAL
SU-A02-GOAL02,actor_json/soviet_gpt.json,$.actors[1].goals[1],Maintain Soviet prestige and credibility in the Cold War and among communist allies by standing up to U.S. threats:contentReference[oaicite:24]{index=24},선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-GOAL
SU-A02-GOAL03,actor_json/soviet_gpt.json,$.actors[1].goals[2],Avoid nuclear conflict while securing a favorable outcome (seek a face-saving resolution that protects Soviet interests),선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-GOAL
SU-A02-CONSTRAINT01,actor_json/soviet_gpt.json,$.actors[1].constraints[0],"Requirement for collective agreement among Presidium members (internal consensus needed, which can slow or moderate decisions)",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-CONSTRAINT
SU-A02-CONSTRAINT02,actor_json/soviet_gpt.json,$.actors[1].constraints[1],"Ideological obligation to support allies and not appear to capitulate to capitalism, balanced against the existential threat of nuclear war",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-CONSTRAINT
SU-A02-CONSTRAINT03,actor_json/soviet_gpt.json,$.actors[1].constraints[2],Limited strategic reach relative to the U.S. (acknowledgment of American nuclear superiority necessitates caution):contentReference[oaicite:25]{index=25},조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-CONSTRAINT
SU-A02-DECISION_RULE,actor_json/soviet_gpt.json,$.actors[1].behavior_algorithm.decision_rule,Collective deliberation (Presidium consensus-building) with deference to the First Secretary’s leadership in final decisions:contentReference[oaicite:26]{index=26},수행 절차·출력 형식,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 대안 평가·선택,실제 대안의 비교·선택 근거에 의사결정 방식/효용 성분이 반영됨,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",효용 성분의 측정값/척도 또는 연산식이 없으면 효용 최적화 성공으로 판정할 수 없음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-DECISION
SU-A02-UTILITY_FORMULA,actor_json/soviet_gpt.json,$.actors[1].behavior_algorithm.utility_formula,Balance revolutionary duty and state security against war risk (Utility = ideological success + strategic security – probability of war),가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 대안 평가·선택,실제 대안의 비교·선택 근거에 의사결정 방식/효용 성분이 반영됨,구체적 성분값·척도·연산식이 모두 기록된 경우 Python 계산. 함수 f(...) 또는 미정 계수/성분은 정성 근거 대조 및 판정 불가.,효용 성분의 측정값/척도 또는 연산식이 없으면 효용 최적화 성공으로 판정할 수 없음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-DECISION
SU-A02-WEIGHT-protect_socialist_ally,actor_json/soviet_gpt.json,$.actors[1].behavior_algorithm.priority_weights.protect_socialist_ally,0.35,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-WEIGHT
SU-A02-WEIGHT-preserve_peace,actor_json/soviet_gpt.json,$.actors[1].behavior_algorithm.priority_weights.preserve_peace,0.35,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-WEIGHT
SU-A02-WEIGHT-uphold_prestige,actor_json/soviet_gpt.json,$.actors[1].behavior_algorithm.priority_weights.uphold_prestige,0.3,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-WEIGHT
SU-A02-TRIGGER01,actor_json/soviet_gpt.json,"$.actors[1].behavior_algorithm.trigger_thresholds[""US_military_action""]","{""US_military_action"": ""If U.S. attacks Cuba or Soviet forces, consensus to escalate military response (shift to war footing)""}",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-TRIGGER
SU-A02-TRIGGER02,actor_json/soviet_gpt.json,"$.actors[1].behavior_algorithm.trigger_thresholds[""imminent_nuclear_war""]","{""imminent_nuclear_war"": ""If nuclear war appears unavoidable, prioritize de-escalation or diplomatic outreach to prevent mutual destruction""}",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-TRIGGER
SU-A02-TRIGGER03,actor_json/soviet_gpt.json,"$.actors[1].behavior_algorithm.trigger_thresholds[""negotiable_settlement""]","{""negotiable_settlement"": ""If a compromise is possible that ensures Cuba’s security and saves face, support a diplomatic solution over continued conflict""}",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Communist Party of the Soviet Union (Party Presidium),ACTOR-TRIGGER
SU-A03-STANCE,actor_json/soviet_gpt.json,$.actors[2].stance,"Hawkish, deterrence-oriented (supports aggressive nuclear deployment in Cuba to strengthen Soviet strategic position; prepared to respond with force if provoked):contentReference[oaicite:27]{index=27}",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,stance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-PREFERENCE
SU-A03-IDEOLOGY,actor_json/soviet_gpt.json,$.actors[2].ideology,"Loyal Marxist-Leninist, focused on defense of the socialist state; tends toward hardline security views (emphasizing military strength over political nuance):contentReference[oaicite:28]{index=28}",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,ideology에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-PREFERENCE
SU-A03-RISK_TOLERANCE,actor_json/soviet_gpt.json,$.actors[2].risk_tolerance,"Medium (initially confident the U.S. would not risk major confrontation:contentReference[oaicite:29]{index=29}, but cognizant of the catastrophic risks of nuclear war)",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,risk_tolerance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-PREFERENCE
SU-A03-CONFLICT_AVOIDANCE,actor_json/soviet_gpt.json,$.actors[2].conflict_avoidance,"Low–Medium (the military is prepared to fight if ordered, less inclined to back down, though aware of modern war’s destructive capacity):contentReference[oaicite:30]{index=30}",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,conflict_avoidance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-PREFERENCE
SU-A03-DIPLOMACY_PREFERENCE,actor_json/soviet_gpt.json,$.actors[2].diplomacy_preference,"Prefers displays of strength and resolve over diplomacy; leaves negotiations to political leaders while signaling readiness (e.g. continuing deployments, high alert drills)",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,diplomacy_preference에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-PREFERENCE
SU-A03-MILITARY_PREFERENCE,actor_json/soviet_gpt.json,$.actors[2].military_preference,"Emphasis on strategic deterrence rather than preemptive strike:contentReference[oaicite:31]{index=31}; maintain robust defense and readiness to use tactical nuclear weapons if war breaks out, but view nuclear arms primarily as a deterrent of war",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,military_preference에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-PREFERENCE
SU-A03-POWER,actor_json/soviet_gpt.json,$.actors[2].power_weight,0.2,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 국내 의사결정 조합·선택,해당 영향력 값을 사용한 선택 근거; 수식이 제공된 경우에 한해 재계산,값 인용·계산식이 노출된 부분만 독립 검산. 정의되지 않은 선택확률·최다득표 규칙을 생성하지 않음.,국가수준 권력비중의 실제 집계·효용 결합·샘플링 알고리즘이 명시되지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-WEIGHT
SU-A03-GOAL01,actor_json/soviet_gpt.json,$.actors[2].goals[0],Establish a stronger strategic foothold in the Western Hemisphere to deter U.S. aggression (successfully deploy and secure nuclear missiles in Cuba):contentReference[oaicite:32]{index=32},선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-GOAL
SU-A03-GOAL02,actor_json/soviet_gpt.json,$.actors[2].goals[1],Protect the Soviet homeland and allies by offsetting U.S. nuclear superiority (improve the nuclear balance via forward deployment):contentReference[oaicite:33]{index=33},선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-GOAL
SU-A03-GOAL03,actor_json/soviet_gpt.json,$.actors[2].goals[2],Fulfill Operation Anadyr (the Cuba deployment) successfully to demonstrate Soviet military capability and resolve,선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-GOAL
SU-A03-CONSTRAINT01,actor_json/soviet_gpt.json,$.actors[2].constraints[0],"Inferior strategic nuclear arsenal compared to the U.S., limiting first-strike options and necessitating caution:contentReference[oaicite:34]{index=34}",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-CONSTRAINT
SU-A03-CONSTRAINT02,actor_json/soviet_gpt.json,$.actors[2].constraints[1],Strict civilian control – must await political directives (cannot act independently to initiate hostilities):contentReference[oaicite:35]{index=35},강제 제약,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",승인·명령이 기록되지 않은 경우와 명시적 무단 행동을 구분. 단순 승인 문구 누락은 무단 행동의 증거가 아님.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-AUTHORITY
SU-A03-CONSTRAINT03,actor_json/soviet_gpt.json,$.actors[2].constraints[2],"Logistical challenges of overseas deployment (distance, covert transport, tropical climate impacts on equipment, etc.):contentReference[oaicite:36]{index=36}",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-CONSTRAINT
SU-A03-DECISION_RULE,actor_json/soviet_gpt.json,$.actors[2].behavior_algorithm.decision_rule,Hierarchical command structure: execute orders from top political leadership; internal decisions driven by military protocol and threat assessments,수행 절차·출력 형식,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 대안 평가·선택,실제 대안의 비교·선택 근거에 의사결정 방식/효용 성분이 반영됨,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",효용 성분의 측정값/척도 또는 연산식이 없으면 효용 최적화 성공으로 판정할 수 없음.,c01c476ac5ec7f902677442d64bb3df2f77a6bfcead82b92fb8f826c29c8aa22,역할·행동 통제,Soviet Armed Forces (High Command),ACTOR-DECISION
