check_id,run_id,source_file,page,turn,branch,actor,variable,requirement_id,domain,unit,status,reported_value,recomputed_value,evidence,reason,method,uncertainty,human_review_required,numeric_comparison_status,extraction,candidate_only,review_completed
PDFIUM-GEM-02-N-00257,GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,16,4,]: Scenario 2,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0,0,"leadership_unity: 0.0 (Calculation: 0.10 - 0.10 - 0.10 - 0.10 = -0.2, clamped to 0.0)","명시 산식 0.10 - 0.10 - 0.10 - 0.10 = -0.2; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-02-N-00268,GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,17,4,]: Scenario 3,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,1,1,"tension: 1.0 (Calculation: 1.0 + 0.15 + 0.15 = 1.3, clamped to 1.0)","명시 산식 1.0 + 0.15 + 0.15 = 1.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-02-N-00271,GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,17,4,]: Scenario 3,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.08,0.08,diplomatic_support: 0.08 (Calculation: 0.18 - 0.05 - 0.05 = 0.08),"명시 산식 0.18 - 0.05 - 0.05 = 0.08; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-02-N-00274,GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,17,4,]: Scenario 3,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.13,0.13,public_opinion: 0.13 (Calculation: 0.23 - 0.05 - 0.05 = 0.13),"명시 산식 0.23 - 0.05 - 0.05 = 0.13; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-02-N-00277,GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,17,4,]: Scenario 3,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0,0,"leadership_unity: 0.0 (Calculation: 0.0 - 0.10 - 0.10 = -0.2, clamped to 0.0)","명시 산식 0.0 - 0.10 - 0.10 = -0.2; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00009,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,5,1,Most Plausible Path,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,tension: 0.55 (Initial 0.5 + 0.05),"명시 산식 0.5 + 0.05 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00012,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,5,1,Most Plausible Path,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.48,0.48,diplomatic_support: 0.48 (Initial 0.5 - 0.02),"명시 산식 0.5 - 0.02 = 0.48; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00015,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,5,1,Most Plausible Path,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.48,0.48,public_opinion: 0.48 (Initial 0.5 - 0.02),"명시 산식 0.5 - 0.02 = 0.48; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00018,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,5,1,Most Plausible Path,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,leadership_unity: 0.45 (Initial 0.5 - 0.05),"명시 산식 0.5 - 0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00029,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,6,1,Military Escalation Path,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.8,0.8,tension: 0.8 (Initial 0.5 + 0.15 from US Strike + 0.15 from Soviet Strike),"명시 산식 0.5 + 0.15 + 0.15 = 0.8; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00032,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,6,1,Military Escalation Path,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.4,0.4,diplomatic_support: 0.4 (Initial 0.5 - 0.05 - 0.05),"명시 산식 0.5 - 0.05 - 0.05 = 0.4; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00035,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,6,1,Military Escalation Path,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.4,0.4,public_opinion: 0.4 (Initial 0.5 - 0.05 - 0.05),"명시 산식 0.5 - 0.05 - 0.05 = 0.4; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00038,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,6,1,Military Escalation Path,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.3,0.3,leadership_unity: 0.3 (Initial 0.5 - 0.10 - 0.10),"명시 산식 0.5 - 0.10 - 0.10 = 0.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00049,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,7,1,Early Diplomatic Track,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.4,0.4,tension: 0.4 (Initial 0.5 - 0.05 from US action - 0.05 from Soviet action),"명시 산식 0.5 - 0.05 - 0.05 = 0.4; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00052,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,7,1,Early Diplomatic Track,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.7,0.7,diplomatic_support: 0.7 (Initial 0.5 + 0.10 + 0.10),"명시 산식 0.5 + 0.10 + 0.10 = 0.7; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00055,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,7,1,Early Diplomatic Track,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.6,0.6,public_opinion: 0.6 (Initial 0.5 + 0.05 + 0.05),"명시 산식 0.5 + 0.05 + 0.05 = 0.6; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00058,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,7,1,Early Diplomatic Track,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.6,0.6,leadership_unity: 0.6 (Initial 0.5 + 0.05 + 0.05),"명시 산식 0.5 + 0.05 + 0.05 = 0.6; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00069,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,10,2,Most Plausible Path (Turn 2),,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,tension: 0.45 (Start 0.55 - 0.05 - 0.05),"명시 산식 0.55 - 0.05 - 0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00072,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,10,2,Most Plausible Path (Turn 2),,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.68,0.68,diplomatic_support: 0.68 (Start 0.48 + 0.10 + 0.10),"명시 산식 0.48 + 0.10 + 0.10 = 0.68; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00075,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,10,2,Most Plausible Path (Turn 2),,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.58,0.58,public_opinion: 0.58 (Start 0.48 + 0.05 + 0.05),"명시 산식 0.48 + 0.05 + 0.05 = 0.58; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00078,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,10,2,Most Plausible Path (Turn 2),,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,leadership_unity: 0.55 (Start 0.45 + 0.05 + 0.05),"명시 산식 0.45 + 0.05 + 0.05 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00089,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,11,2,Military Escalation Path (Turn 2),,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,1,1,"tension: 1.0 (Start 0.8 + 0.15 + 0.15, clamped at 1.0)","명시 산식 0.8 + 0.15 + 0.15 = 1.1; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00092,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,11,2,Military Escalation Path (Turn 2),,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.3,0.3,diplomatic_support: 0.3 (Start 0.4 - 0.05 - 0.05),"명시 산식 0.4 - 0.05 - 0.05 = 0.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00095,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,12,2,Military Escalation Path (Turn 2),,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.3,0.3,public_opinion: 0.3 (Start 0.4 - 0.05 - 0.05),"명시 산식 0.4 - 0.05 - 0.05 = 0.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00098,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,12,2,Military Escalation Path (Turn 2),,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.1,0.1,leadership_unity: 0.1 (Start 0.3 - 0.10 - 0.10),"명시 산식 0.3 - 0.10 - 0.10 = 0.1; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00109,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,14,2,Early Diplomatic Track (Turn 2),,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.3,0.3,tension: 0.3 (Start 0.4 - 0.05 - 0.05),"명시 산식 0.4 - 0.05 - 0.05 = 0.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00112,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,14,2,Early Diplomatic Track (Turn 2),,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.9,0.9,diplomatic_support: 0.9 (Start 0.7 + 0.10 + 0.10),"명시 산식 0.7 + 0.10 + 0.10 = 0.9; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00115,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,14,2,Early Diplomatic Track (Turn 2),,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.7,0.7,public_opinion: 0.7 (Start 0.6 + 0.05 + 0.05),"명시 산식 0.6 + 0.05 + 0.05 = 0.7; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00118,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,14,2,Early Diplomatic Track (Turn 2),,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.7,0.7,leadership_unity: 0.7 (Start 0.6 + 0.05 + 0.05),"명시 산식 0.6 + 0.05 + 0.05 = 0.7; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00129,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,17,3,Most Plausible Path (Turn 3),,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.5,0.5,tension: 0.50 (Start 0.45 + 0.10 - 0.05),"명시 산식 0.45 + 0.10 - 0.05 = 0.5; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00132,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,17,3,Most Plausible Path (Turn 3),,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.68,0.68,diplomatic_support: 0.68 (Start 0.68 - 0.10 + 0.10),"명시 산식 0.68 - 0.10 + 0.10 = 0.68; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00135,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,17,3,Most Plausible Path (Turn 3),,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.58,0.58,public_opinion: 0.58 (Start 0.58 - 0.05 + 0.05),"명시 산식 0.58 - 0.05 + 0.05 = 0.58; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-GEM-04-N-00138,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,17,3,Most Plausible Path (Turn 3),,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,leadership_unity: 0.55 (Start 0.55 - 0.05 + 0.05),"명시 산식 0.55 - 0.05 + 0.05 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
