run_id,marker,component,regex,count,pages,first_excerpt
GPT-06,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-06,metadata_labels_present,temperature_label,temperature,0,,
GPT-06,metadata_labels_present,top_p_label,top[_ -]?p,2,7;20,"3. A Soviet vessel was intercepted; non-military cargo allowed, military cargo stopped or rerouted.Each scenario’s variable status is carried forward and recalculated separately. All logic is strictly bas"
GPT-06,metadata_labels_present,seed_label,seed,0,,
GPT-06,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-06,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-07,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,35,1;6;9;10;14;15;19;20;25;26,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-07,explicit_result_log_label,result_log,result[ _-]?log,21,1;5;6;7;8;9;10;12;13;14;16;17;19;20;21;22;24;25,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-07,all_four_state_dimensions,tension,tension,112,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;28;29,ing immediate war. Supported by State Dept. as leverage for diplomacy.Variables:Tension: +0.05 (Defense_Prep)Diplomatic Support: –0.02Public Opinion: –0.02Leadership Unity: –0.05Triggers:Potential: “Failure 
GPT-07,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),59,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26,by State Dept. as leverage for diplomacy.Variables:Tension: +0.05 (Defense_Prep)Diplomatic Support: –0.02Public Opinion: –0.02Leadership Unity: –0.05Triggers:Potential: “Failure of quarantine” → escalates to strike/inv
GPT-07,all_four_state_dimensions,public_opinion,public[ _-]?opinion,61,2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;29,e for diplomacy.Variables:Tension: +0.05 (Defense_Prep)Diplomatic Support: –0.02Public Opinion: –0.02Leadership Unity: –0.05Triggers:Potential: “Failure of quarantine” → escalates to strike/invasionIf Diplomacy fai
GPT-07,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),67,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;29,bles:Tension: +0.05 (Defense_Prep)Diplomatic Support: –0.02Public Opinion: –0.02Leadership Unity: –0.05Triggers:Potential: “Failure of quarantine” → escalates to strike/invasionIf Diplomacy fails: “Diplomatic_Failure
GPT-07,trigger_or_threshold,trigger_or_threshold,trigger|threshold,144,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;29,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-07,variable_status_label,generic_variable_status,variable[ _-]?status,14,5;7;8;9;11;12;14;16;18;19;21;23;24,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-07,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,14,5;7;8;9;11;12;14;16;18;19;21;23;24," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-07,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-07,metadata_labels_present,temperature_label,temperature,0,,
GPT-07,metadata_labels_present,top_p_label,top[_ -]?p,0,,
GPT-07,metadata_labels_present,seed_label,seed,0,,
GPT-07,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-07,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-08,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,34,1;5;7;8;13;18;23;24,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-08,explicit_result_log_label,result_log,result[ _-]?log,22,1;4;5;6;7;8;10;11;12;13;15;16;17;18;20;21;23,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-08,all_four_state_dimensions,tension,tension,116,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,al/legal legitimacy (via OAS).Expected Trigger(s):Likely: Diplomatic Friction (↗Tension +0.05)Possible: Soviet counter-escalation → Military Alert (↑Tension ≥ 0.8 triggers military conflict threshold)2. Dire
GPT-08,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),49,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,"Expected Trigger(s):Certain: Strike → ↑Tension +0.15, ↓Leadership Unity -0.10, ↓Diplomatic Support -0.05Likely: Soviet retaliation trigger → Cuba conflict3. Urgent UN Diplomacy (State Dept preferred)Rationale: High pri"
GPT-08,all_four_state_dimensions,public_opinion,public[ _-]?opinion,60,5;6;7;8;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,"ame]- Predicted Variable Change: tension [±value], diplomatic_support [±value], public_opinion [±value], leadership_unity [±value]- Generated Triggers: [Trigger 1], [Trigger 2][RECONFIRM VARIABLE STATUS] (This sect"
GPT-08,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),55,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27,"efore warhead activation.Expected Trigger(s):Certain: Strike → ↑Tension +0.15, ↓Leadership Unity -0.10, ↓Diplomatic Support -0.05Likely: Soviet retaliation trigger → Cuba conflict3. Urgent UN Diplomacy (State Dept pr"
GPT-08,trigger_or_threshold,trigger_or_threshold,trigger|threshold,129,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-08,variable_status_label,generic_variable_status,variable[ _-]?status,8,4;5;6;7;8;10;12,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-08,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,5,4;5;6;7," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-08,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-08,metadata_labels_present,temperature_label,temperature,0,,
GPT-08,metadata_labels_present,top_p_label,top[_ -]?p,0,,
GPT-08,metadata_labels_present,seed_label,seed,0,,
GPT-08,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-08,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-09,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,37,1;5;8;9;15;20;21;26;27,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-09,explicit_result_log_label,result_log,result[ _-]?log,21,1;5;9;10;12;14;15;16;18;19;21;22;23;25;26,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-09,all_four_state_dimensions,tension,tension,105,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;29;30,"viet nuclear missile deployment in Cuba.Effect Rule Activated:covert_detection→ Tension: ↑ by +0.3 (U.S.), +0.45 (USSR)→ Diplomatic Support: ↓ by −0.65 (U.S.), −0.6 (USSR)→ Implication: Both sides experience"
GPT-09,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),42,1;2;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19;20;22;24;25;26;27;28,"ffect Rule Activated:covert_detection→ Tension: ↑ by +0.3 (U.S.), +0.45 (USSR)→ Diplomatic Support: ↓ by −0.65 (U.S.), −0.6 (USSR)→ Implication: Both sides experience heightened alert and reduced diplomatic latitude. 1"
GPT-09,all_four_state_dimensions,public_opinion,public[ _-]?opinion,41,5;6;7;8;11;12;13;14;16;17;18;19;20;21;22;24;25;26;27;28;29;30,"ame]- Predicted Variable Change: tension [±value], diplomatic_support [±value], public_opinion [±value], leadership_unity [±value]- Generated Triggers: [Trigger 1], [Trigger 2][RECONFIRM VARIABLE STATUS] (This sect"
GPT-09,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),45,3;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;22;23;24;25;26;27,g on U.S. reception.Potential: If seen as capitulation → “Internal_Dispute” → ↓ Leadership Unity (−0.65) Option C: Rapid Completion + Prepare Tactical ResponseRationale: Favored by Soviet High Command; assumes U.S.
GPT-09,trigger_or_threshold,trigger_or_threshold,trigger|threshold,126,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-09,variable_status_label,generic_variable_status,variable[ _-]?status,14,5;6;7;8;11;13;14;17;18;20;22;24;25,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-09,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,14,5;6;7;8;11;13;14;17;18;20;22;24;25," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-09,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-09,metadata_labels_present,temperature_label,temperature,0,,
GPT-09,metadata_labels_present,top_p_label,top[_ -]?p,1,29,"ted. The United States escalated to DEFCON 3, signaling military readiness but stopping short of a full war posture.The Soviets responded cautiously. Khrushchev issued a formal protest and increased readi"
GPT-09,metadata_labels_present,seed_label,seed,0,,
GPT-09,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-09,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-10,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,30,1;4;7;11;12;16;17,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-10,explicit_result_log_label,result_log,result[ _-]?log,23,1;4;5;6;7;9;10;12;13;15;17;18;20,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-10,all_four_state_dimensions,tension,tension,70,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25,"(Selected Turn Path) Resulting Event Triggers:Defense_Prep and Covert_Detection:Tension +0.05 (US), +0.45 (USSR) 2. Secret Backchannel OfferSimultaneously use private diplomacy to offer USSR a face-saving de"
GPT-10,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),49,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23,"th actors deniability and bargaining space- No immediate force used, preserving diplomatic room Diplomatic Room +0.6 (USSR), Public Opinion stableNext Turn Likely Trigger: USSR reaction to blockade line Alternative"
GPT-10,all_four_state_dimensions,public_opinion,public[ _-]?opinion,41,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,"o immediate force used, preserving diplomatic room Diplomatic Room +0.6 (USSR), Public Opinion stableNext Turn Likely Trigger: USSR reaction to blockade line Alternative Plausible Paths➤ Path 2: Quarantine + Sovie"
GPT-10,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),46,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,"Conflict spiral possible if either misinterprets intentDiplomatic Room shrinks, Leadership Unity increases → pressure on both sides to act➤ Path 3: Diplomacy-First + Backchannel Offer| U.S.: Delay quarantine, initiat"
GPT-10,trigger_or_threshold,trigger_or_threshold,trigger|threshold,61,1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-10,variable_status_label,generic_variable_status,variable[ _-]?status,15,4;5;6;8;10;11;13;15;16;18;20;21,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-10,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,15,4;5;6;8;10;11;13;15;16;18;20;21," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-10,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-10,metadata_labels_present,temperature_label,temperature,0,,
GPT-10,metadata_labels_present,top_p_label,top[_ -]?p,0,,
GPT-10,metadata_labels_present,seed_label,seed,0,,
GPT-10,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-10,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-11,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,37,1;2;4;7;12;17;18;22;23,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-11,explicit_result_log_label,result_log,result[ _-]?log,23,1;4;5;6;7;8;10;11;12;14;15;16;17;19;20;21;22,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-11,all_four_state_dimensions,tension,tension,83,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28,s as protecting Cuba. OptionInevitable TriggersProbable TriggersUS-1: QuarantineTension ↑ 0.05; Diplomatic Support ↓ 0.02 (Defense_Prep)Soviet counter-escalation; Soviet military alert; Internal debate from 
GPT-11,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),51,2;3;4;5;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26,Cuba. OptionInevitable TriggersProbable TriggersUS-1: QuarantineTension ↑ 0.05; Diplomatic Support ↓ 0.02 (Defense_Prep)Soviet counter-escalation; Soviet military alert; Internal debate from Joint ChiefsUS-2: Air Strik
GPT-11,all_four_state_dimensions,public_opinion,public[ _-]?opinion,47,4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,"able Update Log based on the selected combination (Tension, Diplomatic Support, Public Opinion, etc.)Export this decision turn as part of a simulation log or scenario planning document.Change strategic assumptions "
GPT-11,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),59,2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26,ate from Joint ChiefsUS-2: Air StrikeTension ↑ 0.15; Diplomatic Support ↓ 0.05; Leadership Unity ↓ 0.10 Soviet retaliation; Global backlash; Coup risk (Leadership Unity trigger)US-3: Backchannel OfferNo immediate var
GPT-11,trigger_or_threshold,trigger_or_threshold,trigger|threshold,60,1;2;3;4;5;6;7;9;10;11;12;14;15;16;17;19;20;22;23;26;27;28,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-11,variable_status_label,generic_variable_status,variable[ _-]?status,15,4;5;6;9;10;12;14;15;17;19;20;22,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-11,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,14,4;5;6;9;10;12;14;15;17;19;20;22," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-11,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-11,metadata_labels_present,temperature_label,temperature,0,,
GPT-11,metadata_labels_present,top_p_label,top[_ -]?p,1,26,"nd, increasingly wary of the pace of escalation, prepared contingencies even as top political leaders hoped for de-escalation.Variable thresholds had been crossed—tension remained at a peak, public confide"
GPT-11,metadata_labels_present,seed_label,seed,0,,
GPT-11,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-11,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-12,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,37,1;2;4;7;10;11;14;18,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-12,explicit_result_log_label,result_log,result[ _-]?log,21,1;4;5;6;7;9;10;11;12;13;14;16;17;18,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-12,all_four_state_dimensions,tension,tension,65,3;4;5;6;8;9;10;11;12;13;14;15;16;17;19;21;22;23,"ion tendencies on both sides.Expected Variable Triggers:Defense_Prep (Soviet) → Tension +0.05, Leadership Unity −0.05Covert Detection (U.S.) → Tension +0.3, Diplomatic Room −0.65Possible Diplomatic_Success o"
GPT-12,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),46,2;3;4;5;6;8;9;10;11;12;13;14;15;16;17;19;21;22, confrontationA. QuarantineB. Alert + DiplomacyLow–MediumBalanced brinkmanship; diplomatic room retainedA. QuarantineC. Conditional TradeLowMay open path to peaceful resolutionB. Air StrikeA. DenialHighSurprise stri
GPT-12,all_four_state_dimensions,public_opinion,public[ _-]?opinion,36,4;5;6;7;8;9;10;11;12;13;14;15;16;17;19,"ame]- Predicted Variable Change: tension [±value], diplomatic_support [±value], public_opinion [±value], leadership_unity [±value]- Generated Triggers: [Trigger 1], [Trigger 2][RECONFIRM VARIABLE STATUS] (This sect"
GPT-12,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),40,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;19;21;22,"on both sides.Expected Variable Triggers:Defense_Prep (Soviet) → Tension +0.05, Leadership Unity −0.05Covert Detection (U.S.) → Tension +0.3, Diplomatic Room −0.65Possible Diplomatic_Success or Failure next Turn depe"
GPT-12,trigger_or_threshold,trigger_or_threshold,trigger|threshold,66,1;3;4;5;6;7;8;9;10;11;12;14;15;16;18;19;20;21;22;23,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-12,variable_status_label,generic_variable_status,variable[ _-]?status,14,4;5;6;9;10;13;16;17,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-12,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,10,4;5;6;9;10;13;16," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-12,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-12,metadata_labels_present,temperature_label,temperature,0,,
GPT-12,metadata_labels_present,top_p_label,top[_ -]?p,0,,
GPT-12,metadata_labels_present,seed_label,seed,0,,
GPT-12,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-12,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-13,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,30,1;2;3;5;9;12;15;16,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-13,explicit_result_log_label,result_log,result[ _-]?log,23,1;4;5;6;7;8;9;10;11;12;13;14;15,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-13,all_four_state_dimensions,tension,tension,66,2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;19;20;21,"ential Triggers (from Matrix & Actor Thresholds):Inevitable:Defense_Prep: +0.05 Tension, -0.02 Diplomatic Support.Military_Alert logic applied: +0.3 Tension, +0.8 Leadership Unity.Potential:If Soviets challe"
GPT-13,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),44,2;3;4;5;6;7;8;9;10;11;13;14;16;17;19," (from Matrix & Actor Thresholds):Inevitable:Defense_Prep: +0.05 Tension, -0.02 Diplomatic Support.Military_Alert logic applied: +0.3 Tension, +0.8 Leadership Unity.Potential:If Soviets challenge the blockade → Strike "
GPT-13,all_four_state_dimensions,public_opinion,public[ _-]?opinion,44,2;5;6;7;8;9;10;11;12;13;14;16;17;19;20,"ension ≥ 0.8.Potential:Civil unrest/public backlash if war risk rises, invoking Public_Opinion < 0.4 → Civil_Unrest event.3. Backchannel Negotiation with Soviet Union (via UN/OAS)Rationale (JSON):Favored by State D"
GPT-13,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),44,2;3;4;5;6;7;8;9;10;11;13;14;16;19,"sion, -0.02 Diplomatic Support.Military_Alert logic applied: +0.3 Tension, +0.8 Leadership Unity.Potential:If Soviets challenge the blockade → Strike (+0.15 Tension, -0.05 Diplomatic Support, etc.)If blockade works d"
GPT-13,trigger_or_threshold,trigger_or_threshold,trigger|threshold,65,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;20,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-13,variable_status_label,generic_variable_status,variable[ _-]?status,14,5;6;7;8;9;10;11;13;14,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-13,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,14,5;6;7;8;9;10;11;13;14," arbitrarily judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
GPT-13,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
GPT-13,metadata_labels_present,temperature_label,temperature,0,,
GPT-13,metadata_labels_present,top_p_label,top[_ -]?p,0,,
GPT-13,metadata_labels_present,seed_label,seed,0,,
GPT-13,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
GPT-13,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
GPT-14,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,35,1;5;8;9;12;13;18;23,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
GPT-14,explicit_result_log_label,result_log,result[ _-]?log,23,1;4;5;6;7;8;9;11;12;13;14;15;17;18;19;20;22;23,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
GPT-14,all_four_state_dimensions,tension,tension,89,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,ables time for diplomacy and signals seriousness.Potential Triggers:Inevitable: Tension ↑0.05 (Defense_Prep)Potential: Soviet refusal → escalation to confrontation at sea → Tension ≥0.8 → Military Conflict R
GPT-14,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),57,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,bal legitimacy and stall Soviet actions while preparing contingencies.Can boost Diplomatic_Support & Public_Opinion if successful.Potential Triggers:Inevitable: Public_Appeal → Public_Opinion +0.5Potential: Diplomatic_
GPT-14,all_four_state_dimensions,public_opinion,public[ _-]?opinion,58,2;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26,all Soviet actions while preparing contingencies.Can boost Diplomatic_Support & Public_Opinion if successful.Potential Triggers:Inevitable: Public_Appeal → Public_Opinion +0.5Potential: Diplomatic_Failure → Tension
GPT-14,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),60,2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;28,"itable: Strike → Tension +0.15, Diplomatic_Support -0.05, Public_Opinion -0.05, Leadership_Unity -0.10Potential: Soviet retaliation → Military Conflict, Tension > 0.8 threshold → diplomacy disabled SOVIET UNION – S"
GPT-14,trigger_or_threshold,trigger_or_threshold,trigger|threshold,126,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
GPT-14,variable_status_label,generic_variable_status,variable[ _-]?status,15,5;6;7;10;11;12;14;16;17;19;21;22,"ly judged.- After applying variable changes, you must respond to the [Reconfirm Variable Status] request.[RESULT LOG] (This section repeats for each combination)- Scenario Combination Name: [e.g., ""Most Plausible Pa"
