check_id,run_id,source_file,source_sha256,page,page_end,turn,turn_precision,branch,unit,requirement_id,domain,rule_file,rule_path,rule_type,applicability,expected_observation,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,limitation_category,human_review_required,input_version_caveat,does_not_certify,source_page_text
GPT-02-EU-002-MAP,GPT-02,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,5,5,T1,fixed source-reviewed result-block assignment,RESULT LOG 1] — Most Plausible Path: “Quarantine–Denial & Alert”,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,US:military_alert;US:public_appeal,,"Selected Actor: United States Selected Action: Naval Quarantine + Public Announcement Predicted Variable Change: • Tension: +0.30 (from “military_alert” in US_JSON) Leadership Unity: +0.80 Public Opinion: +0.50 (from “public_appeal”) Generated Triggers: Military Conflict Risk Increased (Tension ≥ 0.8) Strong Domestic Rally Effect (Public Opinion > 0.9 threshold not triggered, but boosted) ",해상 검역과 공개 발표라는 두 실제 행동이 미국 경계/공중 호소 효과에 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-02-EU-003-MAP,GPT-02,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,5,5,T1,fixed source-reviewed result-block assignment,"RESULT LOG 1] — Most Plausible Path: “Quarantine–Denial & Alert” Selected Actor: United States Selected Action: Naval Quarantine + Public Announcement Predicted Variable Change: • Tension: +0.30 (from “military_alert” in US_JSON) Leadership Unity: +0.80 Public Opinion: +0.50 (from “public_appeal”) Generated Triggers: Military Conflict Risk Increased (Tension ≥ 0.8) Strong Domestic Rally Effect (Public Opinion > 0.9 threshold not triggered, but boosted)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,Selected Actor: Soviet Union Selected Action: Official Denial + Military Alert Predicted Variable Change: • Tension: +0.45 (from “military_alert”) Leadership Unity: +0.65 Total Net Variable Effects (aggregated): Tension: +0.30 (U.S.) + 0.45 (USSR) = +0.75 Public Opinion: +0.50 (U.S.) = +0.50 Leadership Unity: +0.80 (U.S.) + 0.65 (USSR) = +1.45 Diplomatic Support: No direct changes ✅ [,소련의 경계 명령과 대응한다. 부인 행동 자체의 추가 효과까지 인증하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-02-EU-004-MAP,GPT-02,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,6,6,T1,fixed source-reviewed result-block assignment,RESULT LOG 2] — Diplomatic Resolution Path: “Public Appeal–Backchannel Offer”,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,US:public_appeal,,"Selected Actor: United States Selected Action: Public Appeal to UN/OAS Predicted Variable Change: • Public Opinion: +0.50 Generated Triggers: None triggered (variables improved, but not over thresholds) ",p2–3의 같은 공개 UN/OAS 호소 대안에 Public Appeal과 미국 PO+.50을 직접 명시해 p6 실제 선정 행동에 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-02-EU-005-MAP,GPT-02,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,6,6,T1,fixed source-reviewed result-block assignment,"RESULT LOG 2] — Diplomatic Resolution Path: “Public Appeal–Backchannel Offer” Selected Actor: United States Selected Action: Public Appeal to UN/OAS Predicted Variable Change: • Public Opinion: +0.50 Generated Triggers: None triggered (variables improved, but not over thresholds)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,Selected Actor: Soviet Union Selected Action: Backchannel Diplomacy Offer Predicted Variable Change: • Diplomatic Success: Tension: -0.05 Diplomatic Support: +0.10 Public Opinion: +0.05 Leadership Unity: +0.05 Total Net Variable Effects: Tension: -0.05 Diplomatic Support: +0.10 Public Opinion: +0.50 (US) + 0.05 (USSR) = +0.55 Leadership Unity: +0.05 ✅ [,미국의 외교 호소에 소련이 비밀 채널 제안을 하는 상호 외교 경로와 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-02-EU-006-MAP,GPT-02,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,7,7,T1,fixed source-reviewed result-block assignment,"RESULT LOG 3] — Hardline Response
Path: “Contingency Strike Planning–Continue Deployment”",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,Selected Actor: United States Selected Action: Secret Preparation for Air Strike Predicted Variable Change: • Defense_Prep → Tension: +0.05 Diplomatic Support: -0.02 Public Opinion: -0.02 Leadership Unity: -0.05 ,공습을 위한 비밀 준비와 미사일 배치 지속을 실제 군사 대비로 분류한다. 준비를 즉각 공격으로 바꾸지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-02-EU-007-MAP,GPT-02,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,7,7,T1,fixed source-reviewed result-block assignment,"RESULT LOG 3] — Hardline Response
Path: “Contingency Strike Planning–Continue Deployment” Selected Actor: United States Selected Action: Secret Preparation for Air Strike Predicted Variable Change: • Defense_Prep → Tension: +0.05 Diplomatic Support: -0.02 Public Opinion: -0.02 Leadership Unity: -0.05",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,Selected Actor: Soviet Union Selected Action: Continue Deployment Predicted Variable Change: • Defense_Prep → Tension: +0.05 Diplomatic Support: -0.02 Public Opinion: -0.02 Leadership Unity: -0.05 Total Net Variable Effects: Tension: +0.05 (US) + 0.05 (USSR) = +0.10 Diplomatic Support: -0.02 - 0.02 = -0.04 Public Opinion: -0.02 - 0.02 = -0.04 Leadership Unity: -0.05 - 0.05 = -0.10 ✅ [,공습을 위한 비밀 준비와 미사일 배치 지속을 실제 군사 대비로 분류한다. 준비를 즉각 공격으로 바꾸지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-002-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,4,4,T1,fixed source-reviewed result-block assignment,RESULT LOG 1] Scenario Combination Name: Most Plausible Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,Selected Actor: United States Selected Action: A1. Naval Quarantine (classified as Defense_Prep) Predicted Variable Change: Tension: +0.05 Diplomatic Support: −0.02 Public Opinion: −0.02 Leadership Unity: −0.05 ,실제 해상 검역을 군사 준비 효과로 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-003-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,4,4,T1,fixed source-reviewed result-block assignment,RESULT LOG 1] Scenario Combination Name: Most Plausible Path Selected Actor: United States Selected Action: A1. Naval Quarantine (classified as Defense_Prep) Predicted Variable Change: Tension: +0.05 Diplomatic Support: −0.02 Public Opinion: −0.02 Leadership Unity: −0.05,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:covert_detection,,Selected Actor: Soviet Union Selected Action: B1. Denial + Continue Deployment Predicted Variable Change (from covert_detection): Tension: +0.45 Diplomatic Support: +0.60 (Note: “covert_detection” only affects two variables per JSON rule) Total Variable Change (Cumulative): Tension: +0.50 Diplomatic Support: +0.58 Public Opinion: −0.02 Leadership Unity: −0.05 Generated Triggers: None activated yet (threshold checks will follow) [,고정 T1 미사일 발견과 발견 효과가 연결된다. 잘못된 DS 대상 적용은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-004-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,5,5,T1,fixed source-reviewed result-block assignment,RESULT LOG 2] •Scenario Combination Name: Hardline Response Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,Selected Actor: United States Selected Action: A2. Air Strike (Strike) Predicted Variable Change: Tension: +0.15 Diplomatic Support: −0.05 Public Opinion: −0.05 Leadership Unity: −0.10 ,실제 공습을 공격 효과로 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-005-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,5,5,T1,fixed source-reviewed result-block assignment,RESULT LOG 2] •Scenario Combination Name: Hardline Response Path Selected Actor: United States Selected Action: A2. Air Strike (Strike) Predicted Variable Change: Tension: +0.15 Diplomatic Support: −0.05 Public Opinion: −0.05 Leadership Unity: −0.10,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,Selected Actor: Soviet Union Selected Action: B3. Military Alert (military_alert) Predicted Variable Change: Tension: +0.45 Leadership Unity: +0.65 Total Variable Change (Cumulative): Tension: +0.60 Diplomatic Support: −0.05 Public Opinion: −0.05 Leadership Unity: +0.55 Generated Triggers: None triggered (Tension < 0.8; DS > 0.5; PO > 0.4; LU > 0.5) [,소련 군사 경계 상승과 경계 효과가 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-006-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,6,6,T1,fixed source-reviewed result-block assignment,RESULT LOG 3] •Scenario Combination Name: Diplomatic Resolution Path Selected Actor: United States Selected Action: A3. Backchannel Ultimatum,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,Selected Actor: Soviet Union Selected Action: B2. Acknowledge Deterrence & Willingness to Negotiate Result: Outcome = Diplomatic_Success Predicted Variable Change (Diplomatic_Success): Tension: −0.05 Diplomatic Support: +0.10 Public Opinion: +0.05 Leadership Unity: +0.05 Generated Triggers: None (No thresholds crossed) [,억제력 인정과 교섭 수용을 선택하고 외교 성공 결과를 명시한다. 이후 전체 경로/임계값의 인증이 아니다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-007-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,9,9,T2,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path – Turn 2 Escalation,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,US:military_alert,,"Selected Actor: United States Selected Action: DEFCON 2 Escalation (treated as military_alert) Variable Change: Tension +0.3, LU +0.8 ",DEFCON2 상승을 군사 경계 효과로 분류한다. 이 턴의 고정 DEFCON3을 변경한 절차 문제는 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EU-008-MAP,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,9,21,T2,fixed source-reviewed result-block assignment,"Scenario Combination Name: Most Plausible Path – Turn 2 Escalation Selected Actor: United States Selected Action: DEFCON 2 Escalation (treated as military_alert) Variable Change: Tension +0.3, LU +0.8",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,"Selected Actor: Soviet Union Selected Action: Military Readiness (also military_alert) Variable Change: Tension +0.45, LU +0.65 Cumulative Change: Tension +0.75 Leadership Unity +1.45 (clamped to max = 1.0) New Variable Status: Tension: 0.50 + 0.75 = 1.0 → Trigger Activated: Military Conflict Risk Increased (Threshold ≥ 0.8) Diplomatic Support: 0.58 (unchanged) Public Opinion: 0.98 (unchanged) Leadership Unity: max(0, min(1.0, 0.95 + 1.45)) = 1.0 ",동일 조합에서 소련 군사 대비를 경계 효과로 연결한다. 원 검색 블록이 뒤의 다른 턴까지 포함하여 앞의 실제 한 행동 부분만 증거로 제한했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-03-EFFECT-EXTRA-001,GPT-03,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V3.pdf,f2ffaacf63446d0349875fa6a15f65971b3a9130bf9bf071035952189c2bf35b,4,4,T1,direct source review,Quarantine + denial,source finding,P-EFFECT-01,행동–효과 추가 대조,actor_json/soviet_gpt.json,$.effect_rules.covert_detection.diplomatic_room,조건부 규칙,,,위반,,,Diplomatic Support: +0.60,covert_detection이 diplomatic_room에 부여한 .60을 다른 상태 변수 Diplomatic Support의 +.60으로 대체했다. 원 입력의 별개 변수 사이 변환 규칙이 없다.,AI source interpretation; calculation independently replayed where fully specified,True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,,"Value]- diplomatic_support: [New Value]- military_posture: [State]- public_opinion: 
[New Value]- leadership_unity: [New Value]※ Speculative reasoning, inference, or 
hindsight interpretation beyond JSON files and rule-based calculations are strictly 
prohibited.
ChatGPT의 말: Below are the Result Logs and Reconfirmed Variable Status for each of the 3 
strategic action combinations, calculated strictly based on the uploaded 
Variable-Decision Matrix.json and corresponding actions.
✅ [RESULT LOG 1]
Scenario Combination Name: Most Plausible Path
Selected Actor: United States
Selected Action: A1. Naval Quarantine (classified as Defense_Prep)
Predicted Variable Change:
Tension: +0.05
Diplomatic Support: −0.02
Public Opinion: −0.02
Leadership Unity: −0.05
Selected Actor: Soviet Union
Selected Action: B1. Denial + Continue Deployment
Predicted Variable Change (from covert_detection):
Tension: +0.45
Diplomatic Support: +0.60
(Note: “covert_detection” only affects two variables per JSON rule)
Total Variable Change (Cumulative):
Tension: +0.50
Diplomatic Support: +0.58
Public Opinion: −0.02
Leadership Unity: −0.05
Generated Triggers: None activated yet (threshold checks will follow)
[RECONFIRM VARIABLE STATUS 1]
tension: (Assuming base = 0) → 0.50
→ Military Posture: Limited, Diplomatic Negotiation: Enabled
diplomatic_support: 0 + 0.58 = 0.58
→ Diplomatic Negotiation: Strongly Encouraged"
GPT-05-EU-002-MAP,GPT-05,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V5.pdf,28218a57fa385b6d821654bcfe6a491c593cb096e0a6d565246cc2055e6cd334,5,5,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,Selected Actor: United States Selected Action: Naval Quarantine Predicted Variable Change: • tension: +0.05 diplomatic_support: –0.02 public_opinion: –0.02 leadership_unity: –0.05 ,p2–3 같은 검역 대안/선정 조합에 Defense_Prep가 직접 명시돼 p5 결과와 연결된다. 수치 벡터로 역추정한 것이 아니다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-05-EU-003-MAP,GPT-05,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V5.pdf,28218a57fa385b6d821654bcfe6a491c593cb096e0a6d565246cc2055e6cd334,5,6,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path Selected Actor: United States Selected Action: Naval Quarantine Predicted Variable Change: • tension: +0.05 diplomatic_support: –0.02 public_opinion: –0.02 leadership_unity: –0.05,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:covert_detection,,"Selected Actor: Soviet Union
Selected Action: Denial and Continue Missile Build-up Predicted Variable Change: • tension: +0.45 diplomatic_support: +0.60 (→ this value is not applied as it's part of ""diplomatic room"" reference only; not a direct variable) Generated Triggers: Military Conflict Risk Increased (tension ≥ 0.8) Diplomatic Negotiation Disabled [",p2–3 미사일 발견의 효과를 직접 명시하며 p5는 diplomatic_room을 DS 증분으로 쓰지 않는다고 구별한다. 전체 효과 완전성/초깃값은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-05-EU-004-MAP,GPT-05,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V5.pdf,28218a57fa385b6d821654bcfe6a491c593cb096e0a6d565246cc2055e6cd334,6,6,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Diplomatic Resolution Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,,,Selected Actor: United States Selected Action: Secret Ultimatum via Diplomacy Predicted Variable Change: None (no immediate variable effect unless response received) ,미국 비밀 최후통첩 자체에는 즉시 효과를 주지 않고 소련 반응에 외교 효과를 연결한다. 개별 제안/공동 사건의 적용 단위와 시점이 원 VDM에 정의되지 않았다.,"AI direct source interpretation, frozen annotation",True,rule_ambiguous,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-05-EU-005-MAP,GPT-05,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V5.pdf,28218a57fa385b6d821654bcfe6a491c593cb096e0a6d565246cc2055e6cd334,6,7,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Diplomatic Resolution Path Selected Actor: United States Selected Action: Secret Ultimatum via Diplomacy Predicted Variable Change: None (no immediate variable effect unless response received),explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Backchannel Negotiation Offer Predicted Variable Change: • tension: –0.05 diplomatic_support: +0.10 public_opinion: +0.05 leadership_unity: +0.05 Generated Triggers: None (no threshold crossed)
[",p3–4 외교 성공 이름 및 실제 양국 비밀 접촉을 명시해 p6 소련 응답의 효과와 연결된다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-05-EU-006-MAP,GPT-05,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V5.pdf,28218a57fa385b6d821654bcfe6a491c593cb096e0a6d565246cc2055e6cd334,7,7,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Hardline Response Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,Selected Actor: United States Selected Action: Immediate Air Strike Predicted Variable Change: • tension: +0.15 diplomatic_support: –0.05 public_opinion: –0.05 leadership_unity: –0.10 ,p2·4 실제 공습에 Strike를 직접 연결하고 p7 결과로그에서 같은 행동을 실행한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-05-EU-007-MAP,GPT-05,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V5.pdf,28218a57fa385b6d821654bcfe6a491c593cb096e0a6d565246cc2055e6cd334,7,7,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Hardline Response Path Selected Actor: United States Selected Action: Immediate Air Strike Predicted Variable Change: • tension: +0.15 diplomatic_support: –0.05 public_opinion: –0.05 leadership_unity: –0.10,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,Selected Actor: Soviet Union Selected Action: Raise Military Alert Predicted Variable Change: • tension: +0.45 leadership_unity: +0.65 Generated Triggers: Military Conflict Risk Increased (tension ≥ 0.8) Internal Division Risk (leadership_unity drops below 0.5 for U.S.) [,p3–4 소련 경계에 Military_Alert를 직접 연결하고 p7 같은 행동을 선택한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GPT-06-EU-002-MAP,GPT-06,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V6.pdf,9774116c3cb26e1e5074757116f478be4a37245408d420e1fa7aaf56107b3de9,4,4,T1,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Most Plausible Path United States Action: Naval Quarantine Soviet Union Action: Deny and Delay Event Interpretation: U.S. imposes a naval blockade → Military Alert USSR maintains secrecy while attempting to finish deployment → Covert Detection,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,US:military_alert,,"Selected Actor: United States Selected Action: Naval Quarantine (Triggers Military Alert) Predicted Variable Change: tension +0.30 diplomatic_support ±0 public_opinion ±0 leadership_unity +0.80 Generated Triggers: Military Alert (U.S.), Potential Diplomatic Isolation ",해상 검역 집행을 경계 효과와 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
