check_id,run_id,turn,branch,actor,metric,unit,source_file,page,reviewed_pages,action,requirement_id,rule_quote,rule_locator,status,evidence,reason,unknown_reason,review_completed,human_review_required,assessment_class,record_scope,input_binding_uncertainty,reported_value,recomputed_value
AL-00527,GPT-08,T2,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V8.pdf,9,8;9;10;11;12;13,봉쇄·공개설명/DEFCON2/비밀접촉; 침공준비/공개정당화/무력위협; UN·OAS/평화연설/미사일거래신호.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Maintain Quarantine + Public Address,국가안보 .4와 동맹관리 .2의 실제 우선요소를 압박+공개설명 이유에 연결한다. 합 .6은 맞지만 이 합이 선택확률이라는 규칙은 없다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00528,GPT-08,T2,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V8.pdf,9,8;9;10;11;12;13,호송선재배치/경계/UN중재; 전면동원/전술사용위협/항의·보복준비; UN항의·공동검증/배송정지/안전보장 철수제안.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Reposition Convoys (No Contact),접촉 회피·방어준비·UN검증을 억제와 체면 보존에 연결하며 핵 위협을 실행으로 바꾸지 않는다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00529,GPT-08,T3,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V8.pdf,16,13;14;15;16;17;18,SAM제한보복/비밀경고/공개반응지연; 추가공습/침공/동맹협의; 사적경고/DEFCON2사격없음/UN.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Authorize Tactical Readiness in Cuba,격추에 신뢰성과 위협 제거를 위한 제한 대응을 제시하고 협상 경로에서는 공개·비공개 압박을 절충한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00530,GPT-08,T3,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V8.pdf,17,13;14;15;16;17;18,책임부인/준비/사적유감·위기연락; 승인된전술준비/비난/교란; 사건인정·휴전/오해주장.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Regretful Acknowledgment + Ceasefire Proposal,대비 태세에는 승인 표현을 쓰며 다른 분기에서는 유감·휴전으로 전쟁 회피 목표를 실현한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00531,GPT-08,T4,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V8.pdf,19,19;20;21;22;23,ExComm공습검토/미사일교환 최후통첩/공개결의; 침공명령/공격중지·철수요구/비밀거래; 다자철수/잠수함우려통지/무행동준비.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Call Emergency ExComm to Consider Air Strikes,대통령의 ExComm 검토와 최후통첩·거래 절충이 실제 행동으로 쓰이며 침공은 승인명령 대안이다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00532,GPT-08,T4,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V8.pdf,21,19;20;21;22;23,미사일교환/경계와협상/준비후이동정지; 공격시타격/비밀거래·배치중지/전술자산공개; 철수틀수용/잠수함철수·동결/비밀방어보강.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,"Accept Secret Deal, Cease All Deployments",공격 대응과 배치 동결·교환을 선택 가능한 억제 및 전쟁 회피 수단으로 썼다. 강경 경로 주선택도 실제 핵발사 아닌 전술 배치다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00533,GPT-09,T2,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V9.pdf,11,9;10;11;12;13;14,봉쇄·DEFCON2/비밀협상/비살상경고타격; 검증·봉쇄/답변대기/동맹지원; DEFCON2·추가타격예고/공개정당화.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Trigger Delay: Pending Soviet response,봉쇄·경고·동맹·협상이라는 제거와 정당성·위험 절충의 대안군을 유지한다. 비살상 타격의 VDM분류는 별도다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00534,GPT-09,T2,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V9.pdf,12,9;10;11;12;13;14,항의·방어준비/미사일공개·터키철수요구/잠수함호위위협; 검증·조건부철수/배치지연/양보요구; 경계·타격위협/비밀최후통첩.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Accept UN Inspection + Conditional Withdrawal,비밀성을 일부 포기하는 대안도 억제·교환가치를 위한 절충이며 비밀유지 선호의 절대금지로 읽지 않는다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00535,GPT-09,T3,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V9.pdf,15,15;16;17;18;19;20,SAM보복/긴급비밀경고/공개설명·해군강화; 외교중지·군사위협/UN위기규약/정찰중지; 후속공습명령/침공계획공개.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Urgent Backchannel Warning to Khrushchev,격추의 강경 반응과 전쟁 회피를 위한 경고·정찰중지·위기규약을 구별해 후보와 선택으로 제시한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00536,GPT-09,T3,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V9.pdf,19;20,15;16;17;18;19;20,부인·공동조사/정찰경고/전략경계; 철수확약/철수지연/부분경계; 전술준비승인/최후통첩.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Tactical Readiness Authorization,철수 확약과 조건부 방어·대응을 다른 상태에서 선택한다. 군부 압박을 지도부의 경계 결정 이유로 쓰며 독립 사용을 적지 않는다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00537,GPT-09,T4,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V9.pdf,24,21;22;23;24;25;26,조건부정지/정찰중지/UN검증; UN완화/DEFCON조건부중지/정상회담; 침공승인/폭격중지·휴전.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Authorize Invasion of Cuba,침공은 승인 행위로 기록하고 평화 경로에는 검증·조건부 정지를 남긴다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00538,GPT-09,T4,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V9.pdf,25,21;22;23;24;25;26,완화서신·미사일동결/잠수함정지명령/조건부전쟁준비; 해체공표/잠수함철수; 침공시최후수단전술핵/휴전틀수용.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Tactical Nuclear Contingency Prep,전술핵은 침공 시 최후수단의 준비로 남기고 실제 선제 핵발사를 쓰지 않았다. 정치지도부의 완화는 미사일동결·철수로 대응한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00539,GPT-10,T2,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V10.pdf,8,7;8;9;10;11,봉쇄DEFCON3/UN·비밀협상/승인된공습계획; DEFCON2·침공일정/공습/마지막외교; 봉쇄UN/교환공개/공개행동지연·동맹협의.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,"Authorize war planning internally, no execution yet",전쟁 계획의 승인과 실제 실행을 구분하고 제거·협상·동맹관리 목표를 대안에 적용했다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00540,GPT-10,T2,Most Plausible;Diplomatic Resolution;Hardline Response,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V10.pdf,11,7;8;9;10;11,군수선정지/경계/비밀협상; 경계·보강/경고사격/조건부협상; 검증철수·안전보장/지연/공개교환.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Withdraw in exchange for Cuba security,배송정지·경계·쿠바 안전을 조건으로 한 철수를 원 목표에 연결한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00541,GPT-10,T2,인용된 행동대안/선택에 한정(모든 분기 아님),US-A03,명시 행위자 규칙 적용,explicit actor-rule observation,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V10.pdf,8,7;8;9;10;11,"Authorize war planning internally, no execution yet",US-A03-CONSTRAINT01,"Subordination to civilian command – the military cannot act without Presidential authorization. No matter how strongly the Joint Chiefs recommend an attack, they are bound by Kennedy’s decision to try the blockade first and must plan contingencies under his directives.",$.actors[2].constraints[0],준수,"Authorize war planning internally, no execution yet",정치 승인 아래의 계획이며 명령 이전 공격 실행으로 서술하지 않았다.,,True,True,AI 원문 의미 대조(인간 미확인),명시된 해당 행동·권한 전건에 한정,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00542,GPT-10,T3,Most Plausible;Diplomatic Resolution;Hardline Response,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V10.pdf,12,12;13;14;15;16,숙의후정치대응/제한보복/긴급비밀경고; 즉각SAM공습/침공일정/최종경고; UN경고/비밀휴전요구/경미보복.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,"Deliberate, Then Respond Politically",숙의·정치 대응과 제한 군사 대응을 함께 남기고 경로별로 실제 경고·보복·휴전을 선택한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
