check_family,check_id,calculated,stored,match,scope
inheritance,GEM-21-INH-E005-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E005-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E006-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E006-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E006-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E006-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E007-U1-Tension,0.8,0.8,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E007-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E007-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E007-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E008-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E008-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E008-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E008-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U2-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U2-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U2-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E009-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U2-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U2-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U2-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E010-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U1-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U2-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U2-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U2-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E011-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U1-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U2-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U2-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U2-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E012-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U1-Public_Opinion,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U2-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U2-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U2-Public_Opinion,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E013-U2-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U2-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U2-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U2-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E014-U2-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U2-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U2-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U2-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U2-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U3-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U3-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U3-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E015-U3-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U2-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U2-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U2-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U3-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U3-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U3-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-21-INH-E016-U3-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E001-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E001-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E001-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E001-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E002-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E002-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E002-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E002-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E003-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E003-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E003-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E003-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E004-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E004-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E004-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E004-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E005-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E005-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E005-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E005-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E006-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E006-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E006-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E006-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E007-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E007-U1-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E007-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E007-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E008-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E008-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E008-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E008-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E011-U1-Tension,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E011-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E011-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E011-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E012-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E012-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E012-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E012-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E013-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E013-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E013-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E013-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E014-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E014-U1-Diplomatic_Support,0.68,0.68,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E014-U1-Public_Opinion,0.58,0.58,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E014-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E015-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E015-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E015-U1-Public_Opinion,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E015-U1-Leadership_Unity,0.30,0.30,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E016-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E016-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E016-U1-Public_Opinion,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E016-U1-Leadership_Unity,0.30,0.30,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E017-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E017-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E017-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E017-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E018-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E018-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E018-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E018-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E019-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E019-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E019-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E019-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E020-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E020-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E020-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-23-INH-E020-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E001-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E001-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E001-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E001-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E002-U1-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E002-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E002-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E002-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E003-U1-Tension,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E003-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E003-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E003-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E004-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E004-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E004-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E004-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E005-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E005-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E005-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E005-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E006-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E006-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E006-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E006-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E007-U1-Tension,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E007-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E007-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E007-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E008-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E008-U1-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E008-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E008-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E009-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E009-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E009-U1-Public_Opinion,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E009-U1-Leadership_Unity,0.30,0.30,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E010-U1-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E010-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E010-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E010-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E011-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E011-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E011-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E011-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E012-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E012-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E012-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E012-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E013-U1-Tension,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E013-U1-Diplomatic_Support,0.63,0.63,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E013-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E013-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E014-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E014-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E014-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E014-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E015-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E015-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E015-U1-Public_Opinion,0.35,0.35,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E015-U1-Leadership_Unity,0.20,0.20,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E016-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E016-U1-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E016-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E016-U1-Leadership_Unity,0.35,0.35,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E017-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E017-U1-Diplomatic_Support,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E017-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E017-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E018-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E018-U1-Diplomatic_Support,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E018-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-24-INH-E018-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-25-INH-E001-U1-Tension,0.8,0.8,True,fixed parent identification and value transcription
inheritance,GEM-25-INH-E002-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GEM-25-INH-E013-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GEM-25-INH-E014-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E001-U1-Tension,0.525,0.525,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E001-U1-Diplomatic_Support,0.505,0.505,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E001-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E001-U1-Leadership_Unity,0.725,0.725,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E002-U1-Tension,0.625,0.625,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E002-U1-Diplomatic_Support,0.475,0.475,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E002-U1-Public_Opinion,0.4,0.4,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E002-U1-Leadership_Unity,0.725,0.725,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E003-U1-Tension,0.375,0.375,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E003-U1-Diplomatic_Support,0.705,0.705,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E003-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E003-U1-Leadership_Unity,0.725,0.725,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E004-U1-Tension,0.425,0.425,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E004-U1-Diplomatic_Support,0.655,0.655,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E004-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E004-U1-Leadership_Unity,0.875,0.875,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E005-U1-Tension,0.825,0.825,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E005-U1-Diplomatic_Support,0.475,0.475,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E005-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E005-U1-Leadership_Unity,0.725,0.725,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E006-U1-Tension,0.275,0.275,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E006-U1-Diplomatic_Support,0.905,0.905,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E006-U1-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E006-U1-Leadership_Unity,0.825,0.825,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E007-U1-Tension,0.625,0.625,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E007-U1-Diplomatic_Support,0.755,0.755,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E007-U1-Public_Opinion,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E007-U1-Leadership_Unity,0.925,0.925,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E008-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E008-U1-Diplomatic_Support,0.375,0.375,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E008-U1-Public_Opinion,0.35,0.35,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E008-U1-Leadership_Unity,0.525,0.525,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E009-U1-Tension,0.275,0.275,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E009-U1-Diplomatic_Support,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E009-U1-Public_Opinion,0.7,0.7,True,fixed parent identification and value transcription
inheritance,GEM-26-INH-E009-U1-Leadership_Unity,0.925,0.925,True,fixed parent identification and value transcription
inheritance,GEM-27-INH-E001-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GEM-27-INH-E001-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-27-INH-E001-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GEM-27-INH-E001-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GEM-27-INH-E002-U1-Tension,0.65,0.65,True,fixed parent identification and value transcription
